City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
272,Yura,PE,2022-07-23 05:15:07,-16.2522,-71.6797,51.49,38,10,2.35
273,Pascagoula,US,2022-07-23 05:10:35,30.3658,-88.5561,80.64,94,0,0.0
274,Talnakh,RU,2022-07-23 05:15:07,69.4865,88.3972,79.21,28,13,10.56
275,Kattivakkam,IN,2022-07-23 05:15:07,13.2167,80.3167,89.69,76,100,4.56
276,Poya,NC,2022-07-23 05:15:08,-21.35,165.15,74.77,90,100,6.76
277,Texarkana,US,2022-07-23 05:16:08,33.4251,-94.0477,80.82,72,0,6.91
278,Yellowknife,CA,2022-07-23 05:12:11,62.456,-114.3525,62.56,63,15,8.01
279,Nadym,RU,2022-07-23 05:16:08,65.5333,72.5167,52.56,77,100,9.78
280,Chitral,PK,2022-07-23 05:14:10,35.8462,71.7858,83.8,61,29,7.43
281,Roma,US,2022-07-23 05:16:09,43.2128,-75.4557,69.87,91,20,4.61
282,Leningradskiy,RU,2022-07-23 05:16:09,69.3833,178.4167,38.41,79,60,6.17
283,Cayenne,GF,2022-07-23 05:14:55,4.9333,-52.3333,77.09,1,0,0.0
284,Korla,CN,2022-07-23 05:16:10,41.7597,86.1469,97.65,12,0,12.59
285,Mount Gambier,AU,2022-07-23 05:16:10,-37.8333,140.7667,55.62,88,92,8.03
286,Nome,US,2022-07-23 05:16:10,64.5011,-165.4064,46.47,87,100,4.61
287,Vila Velha,BR,2022-07-23 05:16:11,-20.3297,-40.2925,69.75,88,75,3.44
288,Tiksi,RU,2022-07-23 05:16:11,71.6872,128.8694,47.07,78,93,7.29
289,Pacifica,US,2022-07-23 05:16:11,37.6138,-122.4869,63.68,90,20,10.36
290,Prainha,BR,2022-07-23 05:16:12,-1.8,-53.48,73.94,85,30,2.77
291,Ternate,ID,2022-07-23 05:16:12,0.8,127.4,84.16,69,20,8.66
292,Gampaha,LK,2022-07-23 05:16:12,7.0897,79.9925,81.63,81,82,9.42
293,Ahipara,NZ,2022-07-23 05:16:12,-35.1667,173.1667,55.81,77,100,11.74
294,Santiago Del Estero,AR,2022-07-23 05:13:56,-27.7951,-64.2615,65.48,74,75,4.79
